filename,average_plddt
model_2_ptm_r3_seed1.pdb,66.58294117647058
model_4_ptm_r1_seed6.pdb,63.975882352941184
model_1_ptm_r0_seed3.pdb,60.06352941176471
model_2_ptm_r0_seed9.pdb,60.752941176470586
model_5_ptm_r0_seed7.pdb,67.81117647058822
model_3_ptm_r2_seed0.pdb,62.1964705882353
model_3_ptm_r1_seed8.pdb,60.91470588235294
model_3_ptm_r1_seed9.pdb,61.618235294117646
model_3_ptm_r2_seed1.pdb,61.68823529411764
model_5_ptm_r0_seed6.pdb,62.121176470588246
model_2_ptm_r0_seed8.pdb,61.31411764705882
model_1_ptm_r0_seed2.pdb,54.836470588235294
model_4_ptm_r1_seed7.pdb,57.18705882352941
model_2_ptm_r3_seed0.pdb,61.50235294117648
model_2_ptm_r3_seed2.pdb,58.50000000000001
model_4_ptm_r1_seed5.pdb,64.98647058823526
model_1_ptm_r0_seed0.pdb,66.72235294117645
model_1_ptm_r3_seed8.pdb,63.95411764705881
model_5_ptm_r0_seed4.pdb,64.17999999999999
model_3_ptm_r2_seed3.pdb,64.72058823529413
model_3_ptm_r2_seed2.pdb,58.78941176470588
model_5_ptm_r0_seed5.pdb,62.57235294117647
model_1_ptm_r3_seed9.pdb,66.4364705882353
model_1_ptm_r0_seed1.pdb,54.79117647058824
model_4_ptm_r1_seed4.pdb,61.8435294117647
model_2_ptm_r3_seed3.pdb,63.074117647058834
model_4_ptm_r1_seed0.pdb,67.45529411764704
model_2_ptm_r3_seed7.pdb,62.56882352941176
model_1_ptm_r0_seed5.pdb,60.61352941176472
model_4_ptm_r2_seed8.pdb,65.3335294117647
model_3_ptm_r2_seed6.pdb,63.34294117647057
model_5_ptm_r0_seed1.pdb,60.801176470588246
model_5_ptm_r3_seed9.pdb,63.40941176470589
model_5_ptm_r3_seed8.pdb,58.56
model_5_ptm_r0_seed0.pdb,63.01705882352941
model_3_ptm_r2_seed7.pdb,60.80411764705882
model_4_ptm_r2_seed9.pdb,62.37411764705883
model_1_ptm_r0_seed4.pdb,59.59764705882353
model_2_ptm_r3_seed6.pdb,64.26058823529414
model_4_ptm_r1_seed1.pdb,61.286470588235304
model_4_ptm_r1_seed3.pdb,62.72823529411765
model_2_ptm_r3_seed4.pdb,61.72882352941177
model_1_ptm_r0_seed6.pdb,56.08882352941176
model_3_ptm_r2_seed5.pdb,60.61705882352941
model_5_ptm_r0_seed2.pdb,61.558823529411775
model_5_ptm_r0_seed3.pdb,61.392352941176476
model_3_ptm_r2_seed4.pdb,61.1
model_1_ptm_r0_seed7.pdb,64.17058823529412
model_2_ptm_r3_seed5.pdb,63.178823529411765
model_4_ptm_r1_seed2.pdb,64.48588235294118
model_3_ptm_r3_seed0.pdb,64.43235294117649
model_5_ptm_r1_seed7.pdb,66.37764705882353
model_3_ptm_r0_seed8.pdb,63.50235294117647
model_4_ptm_r0_seed6.pdb,61.332352941176474
model_2_ptm_r2_seed1.pdb,63.85058823529412
model_1_ptm_r1_seed3.pdb,62.765294117647045
model_2_ptm_r1_seed9.pdb,57.79882352941177
model_2_ptm_r1_seed8.pdb,61.78882352941177
model_1_ptm_r1_seed2.pdb,63.0529411764706
model_2_ptm_r2_seed0.pdb,63.817058823529415
model_4_ptm_r0_seed7.pdb,56.461764705882345
model_3_ptm_r0_seed9.pdb,63.33588235294118
model_5_ptm_r1_seed6.pdb,59.74176470588234
model_3_ptm_r3_seed1.pdb,62.80705882352942
model_3_ptm_r3_seed3.pdb,65.55470588235293
model_5_ptm_r1_seed4.pdb,63.13529411764707
model_4_ptm_r0_seed5.pdb,65.3064705882353
model_2_ptm_r2_seed2.pdb,62.19588235294118
model_1_ptm_r1_seed0.pdb,68.01764705882353
model_1_ptm_r2_seed8.pdb,61.1764705882353
model_1_ptm_r2_seed9.pdb,65.53117647058824
model_1_ptm_r1_seed1.pdb,65.70764705882353
model_2_ptm_r2_seed3.pdb,60.188235294117646
model_4_ptm_r0_seed4.pdb,58.92529411764706
model_5_ptm_r1_seed5.pdb,60.18588235294118
model_3_ptm_r3_seed2.pdb,57.08882352941176
model_5_ptm_r1_seed1.pdb,59.33352941176471
model_3_ptm_r3_seed6.pdb,57.303529411764714
model_5_ptm_r2_seed9.pdb,62.57941176470589
model_2_ptm_r2_seed7.pdb,65.36588235294117
model_4_ptm_r0_seed0.pdb,61.5664705882353
model_1_ptm_r1_seed5.pdb,60.92117647058824
model_4_ptm_r3_seed8.pdb,69.20941176470586
model_4_ptm_r3_seed9.pdb,62.23176470588234
model_1_ptm_r1_seed4.pdb,58.53941176470588
model_4_ptm_r0_seed1.pdb,65.3664705882353
model_2_ptm_r2_seed6.pdb,66.09764705882353
model_5_ptm_r2_seed8.pdb,58.7435294117647
model_3_ptm_r3_seed7.pdb,59.09352941176469
model_5_ptm_r1_seed0.pdb,66.62176470588236
model_5_ptm_r1_seed2.pdb,61.82647058823529
model_3_ptm_r3_seed5.pdb,61.86176470588236
model_2_ptm_r2_seed4.pdb,58.27470588235294
model_4_ptm_r0_seed3.pdb,59.98647058823529
model_1_ptm_r1_seed6.pdb,63.438235294117646
model_1_ptm_r1_seed7.pdb,64.44058823529411
model_4_ptm_r0_seed2.pdb,64.30529411764705
model_2_ptm_r2_seed5.pdb,58.449999999999996
model_3_ptm_r3_seed4.pdb,62.72941176470589
model_5_ptm_r1_seed3.pdb,65.75235294117647
model_3_ptm_r3_seed9.pdb,63.22
model_3_ptm_r0_seed1.pdb,64.71176470588236
model_5_ptm_r2_seed6.pdb,58.974117647058826
model_2_ptm_r2_seed8.pdb,59.96823529411766
model_4_ptm_r3_seed7.pdb,60.45823529411764
model_2_ptm_r1_seed0.pdb,63.357647058823524
model_1_ptm_r2_seed2.pdb,63.58235294117646
model_1_ptm_r2_seed3.pdb,64.46411764705881
model_2_ptm_r1_seed1.pdb,61.6970588235294
model_4_ptm_r3_seed6.pdb,64.65470588235294
model_2_ptm_r2_seed9.pdb,58.3770588235294
model_5_ptm_r2_seed7.pdb,67.4694117647059
model_3_ptm_r0_seed0.pdb,62.6235294117647
model_3_ptm_r3_seed8.pdb,62.48176470588234
model_3_ptm_r0_seed2.pdb,61.28470588235295
model_5_ptm_r2_seed5.pdb,62.51470588235293
model_1_ptm_r1_seed9.pdb,66.17176470588234
model_4_ptm_r3_seed4.pdb,59.84
model_2_ptm_r1_seed3.pdb,59.74588235294118
model_1_ptm_r2_seed1.pdb,60.85235294117647
model_1_ptm_r2_seed0.pdb,65.60058823529413
model_2_ptm_r1_seed2.pdb,61.51882352941176
model_4_ptm_r3_seed5.pdb,63.82705882352942
model_1_ptm_r1_seed8.pdb,60.39941176470588
model_5_ptm_r2_seed4.pdb,61.561764705882354
model_3_ptm_r0_seed3.pdb,65.33470588235295
model_5_ptm_r1_seed8.pdb,57.745882352941166
model_5_ptm_r2_seed0.pdb,63.825882352941186
model_3_ptm_r0_seed7.pdb,62.4235294117647
model_4_ptm_r0_seed9.pdb,60.044705882352936
model_2_ptm_r1_seed6.pdb,65.34823529411764
model_4_ptm_r3_seed1.pdb,65.29235294117646
model_1_ptm_r2_seed4.pdb,56.74000000000001
model_1_ptm_r2_seed5.pdb,63.61352941176471
model_4_ptm_r3_seed0.pdb,62.08294117647058
model_2_ptm_r1_seed7.pdb,61.125294117647066
model_4_ptm_r0_seed8.pdb,63.855294117647055
model_3_ptm_r0_seed6.pdb,60.88882352941177
model_5_ptm_r2_seed1.pdb,61.28411764705882
model_5_ptm_r1_seed9.pdb,63.77529411764705
model_5_ptm_r2_seed3.pdb,61.03176470588234
model_3_ptm_r0_seed4.pdb,63.52999999999999
model_2_ptm_r1_seed5.pdb,60.796470588235294
