filename,average_plddt
model_2_ptm_r3_seed1.pdb,57.62117647058823
model_4_ptm_r1_seed6.pdb,63.41529411764706
model_1_ptm_r0_seed3.pdb,67.00882352941177
model_2_ptm_r0_seed9.pdb,53.61235294117646
model_5_ptm_r0_seed7.pdb,64.44117647058823
model_3_ptm_r2_seed0.pdb,67.89941176470587
model_3_ptm_r1_seed8.pdb,64.47823529411764
model_3_ptm_r1_seed9.pdb,65.19176470588235
model_3_ptm_r2_seed1.pdb,67.2635294117647
model_5_ptm_r0_seed6.pdb,67.54764705882354
model_2_ptm_r0_seed8.pdb,55.80588235294118
model_1_ptm_r0_seed2.pdb,67.65588235294118
model_4_ptm_r1_seed7.pdb,63.41529411764706
model_2_ptm_r3_seed0.pdb,57.250588235294124
model_2_ptm_r3_seed2.pdb,55.67588235294117
model_4_ptm_r1_seed5.pdb,62.427058823529414
model_1_ptm_r0_seed0.pdb,61.43000000000001
model_1_ptm_r3_seed8.pdb,61.98235294117647
model_5_ptm_r0_seed4.pdb,67.43352941176471
model_3_ptm_r2_seed3.pdb,67.92764705882352
model_3_ptm_r2_seed2.pdb,64.38764705882353
model_5_ptm_r0_seed5.pdb,70.76764705882351
model_1_ptm_r3_seed9.pdb,61.29764705882353
model_1_ptm_r0_seed1.pdb,65.19294117647058
model_4_ptm_r1_seed4.pdb,66.83941176470587
model_2_ptm_r3_seed3.pdb,59.06294117647059
model_4_ptm_r1_seed0.pdb,64.44823529411762
model_2_ptm_r3_seed7.pdb,58.332352941176474
model_1_ptm_r0_seed5.pdb,61.68058823529412
model_4_ptm_r2_seed8.pdb,64.6664705882353
model_3_ptm_r2_seed6.pdb,63.00294117647057
model_5_ptm_r0_seed1.pdb,74.37411764705882
model_5_ptm_r3_seed9.pdb,66.03647058823529
model_5_ptm_r3_seed8.pdb,65.77823529411764
model_5_ptm_r0_seed0.pdb,67.32176470588236
model_3_ptm_r2_seed7.pdb,64.98176470588236
model_4_ptm_r2_seed9.pdb,63.83117647058824
model_1_ptm_r0_seed4.pdb,62.315294117647056
model_2_ptm_r3_seed6.pdb,57.73588235294118
model_4_ptm_r1_seed1.pdb,68.40470588235294
model_4_ptm_r1_seed3.pdb,63.846470588235285
model_2_ptm_r3_seed4.pdb,58.177647058823524
model_1_ptm_r0_seed6.pdb,66.49941176470587
model_3_ptm_r2_seed5.pdb,64.15588235294118
model_5_ptm_r0_seed2.pdb,71.38058823529411
model_5_ptm_r0_seed3.pdb,66.35235294117646
model_3_ptm_r2_seed4.pdb,65.48941176470588
model_1_ptm_r0_seed7.pdb,63.66176470588237
model_2_ptm_r3_seed5.pdb,57.35764705882353
model_4_ptm_r1_seed2.pdb,62.54705882352941
model_3_ptm_r3_seed0.pdb,67.20764705882353
model_5_ptm_r1_seed7.pdb,63.79647058823531
model_3_ptm_r0_seed8.pdb,68.48823529411764
model_4_ptm_r0_seed6.pdb,69.49705882352941
model_2_ptm_r2_seed1.pdb,56.6264705882353
model_1_ptm_r1_seed3.pdb,64.17411764705882
model_2_ptm_r1_seed9.pdb,58.922941176470594
model_2_ptm_r1_seed8.pdb,56.69764705882352
model_1_ptm_r1_seed2.pdb,65.93470588235294
model_2_ptm_r2_seed0.pdb,57.924705882352946
model_4_ptm_r0_seed7.pdb,68.38411764705883
model_3_ptm_r0_seed9.pdb,65.30352941176471
model_5_ptm_r1_seed6.pdb,64.14882352941176
model_3_ptm_r3_seed1.pdb,67.72235294117648
model_3_ptm_r3_seed3.pdb,66.04588235294118
