filename,average_plddt
model_5_ptm_r1_seed4.pdb,66.18647058823528
model_4_ptm_r0_seed5.pdb,62.160000000000004
model_2_ptm_r2_seed2.pdb,59.70705882352942
model_1_ptm_r1_seed0.pdb,62.05294117647058
model_1_ptm_r2_seed8.pdb,61.59411764705883
model_1_ptm_r2_seed9.pdb,61.33352941176471
model_1_ptm_r1_seed1.pdb,61.54470588235294
model_2_ptm_r2_seed3.pdb,58.1535294117647
model_4_ptm_r0_seed4.pdb,68.6135294117647
model_5_ptm_r1_seed5.pdb,65.16058823529411
model_3_ptm_r3_seed2.pdb,62.49941176470588
model_5_ptm_r1_seed1.pdb,69.29117647058823
model_3_ptm_r3_seed6.pdb,62.605294117647055
model_5_ptm_r2_seed9.pdb,66.23117647058822
model_2_ptm_r2_seed7.pdb,58.04470588235294
model_4_ptm_r0_seed0.pdb,65.12294117647059
model_1_ptm_r1_seed5.pdb,62.19764705882355
model_4_ptm_r3_seed8.pdb,63.944705882352935
model_4_ptm_r3_seed9.pdb,63.08294117647059
model_1_ptm_r1_seed4.pdb,63.57235294117647
model_4_ptm_r0_seed1.pdb,70.63823529411765
model_2_ptm_r2_seed6.pdb,58.14705882352941
model_5_ptm_r2_seed8.pdb,65.92941176470589
model_3_ptm_r3_seed7.pdb,65.0258823529412
model_5_ptm_r1_seed0.pdb,68.18647058823531
model_5_ptm_r1_seed2.pdb,69.83294117647058
model_3_ptm_r3_seed5.pdb,64.95352941176469
model_2_ptm_r2_seed4.pdb,59.18411764705883
model_4_ptm_r0_seed3.pdb,64.47647058823529
model_1_ptm_r1_seed6.pdb,64.72764705882352
model_1_ptm_r1_seed7.pdb,62.73294117647059
model_4_ptm_r0_seed2.pdb,64.08
model_2_ptm_r2_seed5.pdb,56.824705882352944
model_3_ptm_r3_seed4.pdb,61.63705882352942
model_5_ptm_r1_seed3.pdb,63.330000000000005
model_3_ptm_r3_seed9.pdb,65.22058823529412
model_3_ptm_r0_seed1.pdb,71.63764705882353
model_5_ptm_r2_seed6.pdb,65.04823529411766
model_2_ptm_r2_seed8.pdb,57.98352941176471
model_4_ptm_r3_seed7.pdb,66.91529411764706
model_2_ptm_r1_seed0.pdb,57.84823529411765
model_1_ptm_r2_seed2.pdb,63.51529411764706
model_1_ptm_r2_seed3.pdb,65.66117647058825
model_2_ptm_r1_seed1.pdb,56.25764705882353
model_4_ptm_r3_seed6.pdb,67.44705882352942
model_2_ptm_r2_seed9.pdb,56.758235294117654
model_5_ptm_r2_seed7.pdb,62.76235294117649
model_3_ptm_r0_seed0.pdb,69.32352941176472
model_3_ptm_r3_seed8.pdb,65.88588235294117
model_3_ptm_r0_seed2.pdb,67.73823529411764
model_5_ptm_r2_seed5.pdb,64.00470588235294
model_1_ptm_r1_seed9.pdb,64.28411764705882
model_4_ptm_r3_seed4.pdb,62.477647058823536
model_2_ptm_r1_seed3.pdb,58.32058823529411
model_1_ptm_r2_seed1.pdb,61.094117647058816
model_1_ptm_r2_seed0.pdb,62.22117647058825
model_2_ptm_r1_seed2.pdb,55.33176470588234
model_4_ptm_r3_seed5.pdb,64.18176470588233
model_1_ptm_r1_seed8.pdb,63.532352941176484
model_5_ptm_r2_seed4.pdb,63.737647058823526
model_3_ptm_r0_seed3.pdb,66.4364705882353
model_5_ptm_r1_seed8.pdb,66.17941176470588
model_5_ptm_r2_seed0.pdb,64.63117647058823
model_3_ptm_r0_seed7.pdb,67.98999999999998
model_4_ptm_r0_seed9.pdb,68.56411764705884
model_2_ptm_r1_seed6.pdb,60.50941176470589
model_4_ptm_r3_seed1.pdb,66.37823529411764
model_1_ptm_r2_seed4.pdb,63.165882352941175
model_1_ptm_r2_seed5.pdb,61.220588235294116
model_4_ptm_r3_seed0.pdb,64.98705882352944
model_2_ptm_r1_seed7.pdb,56.377647058823534
model_4_ptm_r0_seed8.pdb,72.11470588235295
model_3_ptm_r0_seed6.pdb,65.39882352941177
model_5_ptm_r2_seed1.pdb,65.86117647058823
model_5_ptm_r1_seed9.pdb,64.09764705882354
model_5_ptm_r2_seed3.pdb,66.13117647058823
model_3_ptm_r0_seed4.pdb,66.60882352941177
model_2_ptm_r1_seed5.pdb,58.4064705882353
model_4_ptm_r3_seed2.pdb,63.39176470588236
model_1_ptm_r2_seed7.pdb,62.334117647058825
model_1_ptm_r2_seed6.pdb,63.17235294117648
model_4_ptm_r3_seed3.pdb,65.0535294117647
model_2_ptm_r1_seed4.pdb,57.24294117647058
model_3_ptm_r0_seed5.pdb,70.00823529411765
model_5_ptm_r2_seed2.pdb,65.93999999999998
model_2_ptm_r3_seed8.pdb,58.346470588235306
model_2_ptm_r0_seed0.pdb,58.20529411764706
model_4_ptm_r2_seed7.pdb,66.18941176470587
model_1_ptm_r3_seed2.pdb,65.0335294117647
model_3_ptm_r2_seed9.pdb,67.38117647058823
model_5_ptm_r3_seed6.pdb,64.68529411764705
model_3_ptm_r1_seed1.pdb,67.1370588235294
model_3_ptm_r1_seed0.pdb,65.91117647058822
model_5_ptm_r3_seed7.pdb,63.34764705882353
model_3_ptm_r2_seed8.pdb,67.12117647058824
model_1_ptm_r3_seed3.pdb,61.16235294117647
model_4_ptm_r2_seed6.pdb,63.94705882352942
model_2_ptm_r0_seed1.pdb,58.083529411764694
model_2_ptm_r3_seed9.pdb,55.23941176470589
model_1_ptm_r0_seed9.pdb,63.34411764705883
model_2_ptm_r0_seed3.pdb,57.4864705882353
model_4_ptm_r2_seed4.pdb,63.47235294117647
model_1_ptm_r3_seed1.pdb,59.41058823529412
model_5_ptm_r3_seed5.pdb,64.61823529411765
model_3_ptm_r1_seed2.pdb,65.39470588235294
model_3_ptm_r1_seed3.pdb,69.45529411764704
model_5_ptm_r3_seed4.pdb,62.80470588235295
model_1_ptm_r3_seed0.pdb,62.01647058823528
model_4_ptm_r2_seed5.pdb,62.34294117647058
model_2_ptm_r0_seed2.pdb,56.771764705882354
model_1_ptm_r0_seed8.pdb,65.56529411764706
model_4_ptm_r1_seed9.pdb,63.97000000000001
model_4_ptm_r2_seed1.pdb,64.9770588235294
model_2_ptm_r0_seed6.pdb,59.45470588235293
model_1_ptm_r3_seed4.pdb,63.089999999999996
model_5_ptm_r0_seed8.pdb,66.27882352941177
model_3_ptm_r1_seed7.pdb,66.36352941176472
model_5_ptm_r3_seed0.pdb,64.73117647058824
model_5_ptm_r3_seed1.pdb,64.61999999999999
model_3_ptm_r1_seed6.pdb,67.0535294117647
model_5_ptm_r0_seed9.pdb,68.00999999999999
model_1_ptm_r3_seed5.pdb,63.005294117647054
model_2_ptm_r0_seed7.pdb,56.355294117647055
model_4_ptm_r2_seed0.pdb,65.18529411764706
model_4_ptm_r1_seed8.pdb,66.20411764705884
model_4_ptm_r2_seed2.pdb,62.583529411764694
model_2_ptm_r0_seed5.pdb,55.71529411764706
model_1_ptm_r3_seed7.pdb,63.68882352941176
model_3_ptm_r1_seed4.pdb,66.58235294117647
model_5_ptm_r3_seed3.pdb,63.76294117647059
model_5_ptm_r3_seed2.pdb,62.58176470588234
model_3_ptm_r1_seed5.pdb,68.78294117647059
model_1_ptm_r3_seed6.pdb,61.29117647058824
model_2_ptm_r0_seed4.pdb,53.11588235294116
model_4_ptm_r2_seed3.pdb,65.81882352941176
