Filename,Clash Score,Ramachandran Outliers (%),PAE Summary
model_4_ptm_r11_seed5.pdb,999.7770345596433,0.0,
model_4_ptm_r1_seed7.pdb,1016.9453734671125,0.0,
model_5_ptm_r6_seed1.pdb,999.7770345596433,0.0,
model_2_ptm_r3_seed0.pdb,999.7770345596433,0.0,
model_3_ptm_r4_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r4_seed4.pdb,1000.0,0.0,
model_2_ptm_r3_seed2.pdb,999.7770345596433,0.0,
model_5_ptm_r6_seed3.pdb,1001.783723522854,0.0,
model_4_ptm_r1_seed5.pdb,999.7770345596433,0.0,
model_1_ptm_r0_seed0.pdb,1045.4849498327758,0.0,
model_4_ptm_r11_seed7.pdb,999.7770345596433,0.0,
model_5_ptm_r11_seed1.pdb,999.7770345596433,0.0,
model_3_ptm_r9_seed7.pdb,999.7770345596433,0.0,
model_1_ptm_r3_seed8.pdb,1002.675585284281,0.0,
model_5_ptm_r8_seed8.pdb,1000.2229654403567,0.0,
model_1_ptm_r11_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r12_seed9.pdb,999.7770345596433,0.0,
model_2_ptm_r8_seed6.pdb,999.7770345596433,0.0,
model_1_ptm_r6_seed7.pdb,999.7770345596433,0.0,
model_4_ptm_r7_seed2.pdb,999.7770345596433,0.0,
model_5_ptm_r0_seed4.pdb,1002.2296544035673,0.0,
model_2_ptm_r5_seed5.pdb,999.7770345596433,0.0,
model_3_ptm_r2_seed3.pdb,999.7770345596433,0.0,
model_4_ptm_r9_seed9.pdb,999.7770345596433,0.0,
model_3_ptm_r10_seed4.pdb,999.7770345596433,0.0,
model_2_ptm_r10_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r10_seed5.pdb,999.7770345596433,0.0,
model_2_ptm_r10_seed3.pdb,999.7770345596433,0.0,
model_4_ptm_r9_seed8.pdb,999.7770345596433,0.0,
model_2_ptm_r5_seed4.pdb,999.7770345596433,0.0,
model_3_ptm_r2_seed2.pdb,999.7770345596433,0.0,
model_4_ptm_r7_seed3.pdb,999.7770345596433,0.0,
model_5_ptm_r0_seed5.pdb,1005.7971014492753,0.0,
model_1_ptm_r6_seed6.pdb,999.7770345596433,0.0,
model_2_ptm_r8_seed7.pdb,999.7770345596433,0.0,
model_5_ptm_r8_seed9.pdb,1000.4459308807134,0.0,
model_1_ptm_r11_seed5.pdb,999.7770345596433,0.0,
model_5_ptm_r12_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r3_seed9.pdb,999.7770345596433,0.0,
model_3_ptm_r9_seed6.pdb,999.7770345596433,0.0,
model_4_ptm_r11_seed6.pdb,999.7770345596433,0.0,
model_5_ptm_r11_seed0.pdb,999.7770345596433,0.0,
model_1_ptm_r0_seed1.pdb,1028.5395763656634,0.0,
model_5_ptm_r6_seed2.pdb,999.7770345596433,0.0,
model_4_ptm_r1_seed4.pdb,999.7770345596433,0.0,
model_3_ptm_r4_seed5.pdb,1001.783723522854,0.0,
model_2_ptm_r3_seed3.pdb,1005.7971014492753,0.0,
model_4_ptm_r1_seed0.pdb,999.7770345596433,0.0,
model_5_ptm_r6_seed6.pdb,999.7770345596433,0.0,
model_2_ptm_r3_seed7.pdb,1000.0,0.0,
model_3_ptm_r4_seed1.pdb,999.7770345596433,0.0,
model_3_ptm_r9_seed2.pdb,999.7770345596433,0.0,
model_1_ptm_r0_seed5.pdb,1045.2619843924192,0.0,
model_1_ptm_r12_seed9.pdb,999.7770345596433,0.0,
model_5_ptm_r11_seed4.pdb,999.7770345596433,0.0,
model_4_ptm_r11_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r7_seed9.pdb,999.7770345596433,0.0,
model_4_ptm_r2_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r11_seed1.pdb,999.7770345596433,0.0,
model_1_ptm_r6_seed2.pdb,999.7770345596433,0.0,
model_2_ptm_r8_seed3.pdb,999.7770345596433,0.0,
model_3_ptm_r2_seed6.pdb,1000.4459308807134,0.0,
model_2_ptm_r5_seed0.pdb,999.7770345596433,0.0,
model_5_ptm_r0_seed1.pdb,999.7770345596433,0.0,
model_4_ptm_r7_seed7.pdb,1000.4459308807134,0.0,
model_2_ptm_r10_seed7.pdb,999.7770345596433,0.0,
model_3_ptm_r10_seed1.pdb,999.7770345596433,0.0,
model_1_ptm_r8_seed9.pdb,999.7770345596433,0.0,
model_5_ptm_r3_seed9.pdb,1001.783723522854,0.0,
model_2_ptm_r6_seed8.pdb,999.7770345596433,0.0,
model_2_ptm_r6_seed9.pdb,999.7770345596433,0.0,
model_5_ptm_r3_seed8.pdb,1000.0,0.0,
model_1_ptm_r8_seed8.pdb,999.7770345596433,0.0,
model_2_ptm_r10_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r10_seed0.pdb,999.7770345596433,0.0,
model_5_ptm_r0_seed0.pdb,999.7770345596433,0.0,
model_4_ptm_r7_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r2_seed7.pdb,999.7770345596433,0.0,
model_2_ptm_r5_seed1.pdb,999.7770345596433,0.0,
model_2_ptm_r8_seed2.pdb,999.7770345596433,0.0,
model_1_ptm_r6_seed3.pdb,999.7770345596433,0.0,
model_1_ptm_r11_seed0.pdb,1001.783723522854,0.0,
model_4_ptm_r2_seed9.pdb,999.7770345596433,0.0,
model_3_ptm_r7_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r12_seed8.pdb,1002.0066889632106,0.0,
model_5_ptm_r11_seed5.pdb,999.7770345596433,0.0,
model_4_ptm_r11_seed3.pdb,999.7770345596433,0.0,
model_1_ptm_r0_seed4.pdb,1009.3645484949834,0.0,
model_3_ptm_r9_seed3.pdb,999.7770345596433,0.0,
model_2_ptm_r3_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r4_seed0.pdb,999.7770345596433,0.0,
model_4_ptm_r1_seed1.pdb,999.7770345596433,0.0,
model_5_ptm_r6_seed7.pdb,1002.8985507246377,0.0,
model_5_ptm_r6_seed5.pdb,999.7770345596433,0.0,
model_4_ptm_r1_seed3.pdb,999.7770345596433,0.0,
model_3_ptm_r4_seed2.pdb,999.7770345596433,0.0,
model_2_ptm_r3_seed4.pdb,999.7770345596433,0.0,
model_3_ptm_r9_seed1.pdb,999.7770345596433,0.0,
model_4_ptm_r11_seed1.pdb,999.7770345596433,0.0,
model_5_ptm_r11_seed7.pdb,1001.783723522854,0.0,
model_1_ptm_r0_seed6.pdb,1014.7157190635452,0.0,
model_4_ptm_r12_seed9.pdb,999.7770345596433,0.0,
model_1_ptm_r11_seed2.pdb,999.7770345596433,0.0,
model_1_ptm_r6_seed1.pdb,1000.4459308807134,0.0,
model_2_ptm_r8_seed0.pdb,999.7770345596433,0.0,
model_2_ptm_r5_seed3.pdb,999.7770345596433,0.0,
model_3_ptm_r2_seed5.pdb,999.7770345596433,0.0,
model_4_ptm_r7_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r0_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r10_seed2.pdb,999.7770345596433,0.0,
model_2_ptm_r10_seed4.pdb,999.7770345596433,0.0,
model_1_ptm_r5_seed9.pdb,1001.1148272017838,0.0,
model_1_ptm_r5_seed8.pdb,999.7770345596433,0.0,
model_3_ptm_r10_seed3.pdb,999.7770345596433,0.0,
model_2_ptm_r10_seed5.pdb,1000.6688963210702,0.0,
model_4_ptm_r7_seed5.pdb,999.7770345596433,0.0,
model_5_ptm_r0_seed3.pdb,1000.0,0.0,
model_2_ptm_r5_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r2_seed4.pdb,1000.0,0.0,
model_2_ptm_r8_seed1.pdb,1001.1148272017838,0.0,
model_1_ptm_r6_seed0.pdb,999.7770345596433,0.0,
model_4_ptm_r12_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r11_seed3.pdb,999.7770345596433,0.0,
model_1_ptm_r0_seed7.pdb,1071.7948717948718,0.0,
model_4_ptm_r11_seed0.pdb,999.7770345596433,0.0,
model_5_ptm_r11_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r9_seed0.pdb,999.7770345596433,0.0,
model_3_ptm_r4_seed3.pdb,999.7770345596433,0.0,
model_2_ptm_r3_seed5.pdb,999.7770345596433,0.0,
model_5_ptm_r6_seed4.pdb,1001.783723522854,0.0,
model_4_ptm_r1_seed2.pdb,1002.675585284281,0.0,
model_1_ptm_r7_seed4.pdb,1002.4526198439241,0.0,
model_2_ptm_r9_seed5.pdb,999.7770345596433,0.0,
model_2_ptm_r12_seed9.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed0.pdb,999.7770345596433,0.0,
model_2_ptm_r4_seed6.pdb,1000.0,0.0,
model_5_ptm_r1_seed7.pdb,1000.8918617614271,0.0,
model_4_ptm_r6_seed1.pdb,1000.0,0.0,
model_2_ptm_r11_seed1.pdb,999.7770345596433,0.0,
model_3_ptm_r11_seed7.pdb,999.7770345596433,0.0,
model_4_ptm_r5_seed9.pdb,999.7770345596433,0.0,
model_3_ptm_r0_seed8.pdb,1004.6822742474917,0.0,
model_4_ptm_r0_seed6.pdb,1000.8918617614271,0.0,
model_5_ptm_r7_seed0.pdb,999.7770345596433,0.0,
model_2_ptm_r2_seed1.pdb,1000.0,0.0,
model_3_ptm_r5_seed7.pdb,999.7770345596433,0.0,
model_3_ptm_r8_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r10_seed2.pdb,999.7770345596433,0.0,
model_4_ptm_r10_seed4.pdb,999.7770345596433,0.0,
model_1_ptm_r1_seed3.pdb,1000.0,0.0,
model_2_ptm_r1_seed9.pdb,1009.8104793756968,0.0,
model_5_ptm_r4_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed7.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed6.pdb,999.7770345596433,0.0,
model_5_ptm_r4_seed9.pdb,1001.1148272017838,0.0,
model_2_ptm_r1_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r1_seed2.pdb,1008.2497212931995,0.0,
model_5_ptm_r10_seed3.pdb,1002.2296544035673,0.0,
model_4_ptm_r10_seed5.pdb,999.7770345596433,0.0,
model_3_ptm_r8_seed5.pdb,999.7770345596433,0.0,
model_2_ptm_r2_seed0.pdb,999.7770345596433,0.0,
model_3_ptm_r5_seed6.pdb,999.7770345596433,0.0,
model_4_ptm_r0_seed7.pdb,1002.0066889632106,0.0,
model_5_ptm_r7_seed1.pdb,999.7770345596433,0.0,
model_3_ptm_r0_seed9.pdb,1002.675585284281,0.0,
model_4_ptm_r5_seed8.pdb,999.7770345596433,0.0,
model_2_ptm_r11_seed0.pdb,999.7770345596433,0.0,
model_3_ptm_r11_seed6.pdb,1000.0,0.0,
model_5_ptm_r1_seed6.pdb,999.7770345596433,0.0,
model_4_ptm_r6_seed0.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed1.pdb,999.7770345596433,0.0,
model_2_ptm_r4_seed7.pdb,999.7770345596433,0.0,
model_2_ptm_r12_seed8.pdb,999.7770345596433,0.0,
model_2_ptm_r9_seed4.pdb,999.7770345596433,0.0,
model_1_ptm_r7_seed5.pdb,999.7770345596433,0.0,
model_1_ptm_r7_seed7.pdb,999.7770345596433,0.0,
model_2_ptm_r9_seed6.pdb,999.7770345596433,0.0,
model_2_ptm_r4_seed5.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed3.pdb,999.7770345596433,0.0,
model_4_ptm_r6_seed2.pdb,999.7770345596433,0.0,
model_5_ptm_r1_seed4.pdb,1000.0,0.0,
model_3_ptm_r11_seed4.pdb,999.7770345596433,0.0,
model_2_ptm_r11_seed2.pdb,999.7770345596433,0.0,
model_4_ptm_r8_seed9.pdb,999.7770345596433,0.0,
model_5_ptm_r7_seed3.pdb,999.7770345596433,0.0,
model_4_ptm_r0_seed5.pdb,1000.6688963210702,0.0,
model_3_ptm_r5_seed4.pdb,1001.783723522854,0.0,
model_2_ptm_r2_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r8_seed7.pdb,1000.0,0.0,
model_1_ptm_r1_seed0.pdb,1002.2296544035673,0.0,
model_4_ptm_r10_seed7.pdb,999.7770345596433,0.0,
model_5_ptm_r10_seed1.pdb,1000.0,0.0,
model_1_ptm_r2_seed8.pdb,999.7770345596433,0.0,
model_5_ptm_r9_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r9_seed9.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed5.pdb,999.7770345596433,0.0,
model_1_ptm_r2_seed9.pdb,1001.783723522854,0.0,
model_4_ptm_r10_seed6.pdb,999.7770345596433,0.0,
model_5_ptm_r10_seed0.pdb,999.7770345596433,0.0,
model_1_ptm_r1_seed1.pdb,1029.2084726867336,0.0,
model_3_ptm_r8_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r5_seed5.pdb,999.7770345596433,0.0,
model_2_ptm_r2_seed3.pdb,1000.0,0.0,
model_5_ptm_r7_seed2.pdb,999.7770345596433,0.0,
model_4_ptm_r0_seed4.pdb,1004.6822742474917,0.0,
model_4_ptm_r8_seed8.pdb,999.7770345596433,0.0,
model_3_ptm_r11_seed5.pdb,999.7770345596433,0.0,
model_2_ptm_r11_seed3.pdb,999.7770345596433,0.0,
model_4_ptm_r6_seed3.pdb,999.7770345596433,0.0,
model_5_ptm_r1_seed5.pdb,999.7770345596433,0.0,
model_2_ptm_r4_seed4.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed2.pdb,1000.2229654403567,0.0,
model_2_ptm_r9_seed7.pdb,999.7770345596433,0.0,
model_1_ptm_r7_seed6.pdb,1000.0,0.0,
model_3_ptm_r12_seed9.pdb,999.7770345596433,0.0,
model_2_ptm_r9_seed3.pdb,999.7770345596433,0.0,
model_1_ptm_r7_seed2.pdb,999.7770345596433,0.0,
model_5_ptm_r1_seed1.pdb,999.7770345596433,0.0,
model_4_ptm_r6_seed7.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed6.pdb,999.7770345596433,0.0,
model_2_ptm_r4_seed0.pdb,999.7770345596433,0.0,
model_2_ptm_r11_seed7.pdb,999.7770345596433,0.0,
model_3_ptm_r11_seed1.pdb,999.7770345596433,0.0,
model_2_ptm_r7_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r9_seed9.pdb,999.7770345596433,0.0,
model_5_ptm_r2_seed9.pdb,999.7770345596433,0.0,
model_2_ptm_r2_seed7.pdb,1000.0,0.0,
model_3_ptm_r5_seed1.pdb,1000.2229654403567,0.0,
model_4_ptm_r0_seed0.pdb,999.7770345596433,0.0,
model_5_ptm_r7_seed6.pdb,999.7770345596433,0.0,
model_1_ptm_r1_seed5.pdb,1026.978818283166,0.0,
model_5_ptm_r10_seed4.pdb,999.7770345596433,0.0,
model_4_ptm_r10_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r8_seed2.pdb,999.7770345596433,0.0,
model_4_ptm_r3_seed8.pdb,999.7770345596433,0.0,
model_3_ptm_r6_seed9.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed1.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed0.pdb,999.7770345596433,0.0,
model_3_ptm_r6_seed8.pdb,999.7770345596433,0.0,
model_4_ptm_r3_seed9.pdb,999.7770345596433,0.0,
model_3_ptm_r8_seed3.pdb,999.7770345596433,0.0,
model_5_ptm_r10_seed5.pdb,1000.2229654403567,0.0,
model_4_ptm_r10_seed3.pdb,999.7770345596433,0.0,
model_1_ptm_r1_seed4.pdb,1000.0,0.0,
model_4_ptm_r0_seed1.pdb,1003.3444816053511,0.0,
model_5_ptm_r7_seed7.pdb,1001.5607580824973,0.0,
model_2_ptm_r2_seed6.pdb,1003.1215161649944,0.0,
model_3_ptm_r5_seed0.pdb,999.7770345596433,0.0,
model_5_ptm_r2_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r9_seed8.pdb,1000.2229654403567,0.0,
model_2_ptm_r7_seed9.pdb,999.7770345596433,0.0,
model_2_ptm_r11_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r11_seed0.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed7.pdb,999.7770345596433,0.0,
model_2_ptm_r4_seed1.pdb,999.7770345596433,0.0,
model_5_ptm_r1_seed0.pdb,1000.0,0.0,
model_4_ptm_r6_seed6.pdb,999.7770345596433,0.0,
model_1_ptm_r7_seed3.pdb,999.7770345596433,0.0,
model_2_ptm_r9_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r12_seed8.pdb,999.7770345596433,0.0,
model_2_ptm_r9_seed0.pdb,999.7770345596433,0.0,
model_1_ptm_r7_seed1.pdb,999.7770345596433,0.0,
model_4_ptm_r6_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r1_seed2.pdb,999.7770345596433,0.0,
model_2_ptm_r4_seed3.pdb,1015.607580824972,0.0,
model_3_ptm_r3_seed5.pdb,999.7770345596433,0.0,
model_1_ptm_r4_seed9.pdb,999.7770345596433,0.0,
model_3_ptm_r11_seed2.pdb,999.7770345596433,0.0,
model_2_ptm_r11_seed4.pdb,999.7770345596433,0.0,
model_3_ptm_r5_seed2.pdb,999.7770345596433,0.0,
model_2_ptm_r2_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r7_seed5.pdb,999.7770345596433,0.0,
model_4_ptm_r0_seed3.pdb,1030.3232998885173,0.0,
model_4_ptm_r10_seed1.pdb,999.7770345596433,0.0,
model_5_ptm_r10_seed7.pdb,1003.1215161649944,0.0,
model_1_ptm_r1_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r8_seed1.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed2.pdb,1000.0,0.0,
model_1_ptm_r10_seed3.pdb,999.7770345596433,0.0,
model_3_ptm_r8_seed0.pdb,999.7770345596433,0.0,
model_1_ptm_r1_seed7.pdb,1000.0,0.0,
model_4_ptm_r10_seed0.pdb,999.7770345596433,0.0,
model_5_ptm_r10_seed6.pdb,999.7770345596433,0.0,
model_5_ptm_r7_seed4.pdb,999.7770345596433,0.0,
model_4_ptm_r0_seed2.pdb,1001.3377926421405,0.0,
model_3_ptm_r5_seed3.pdb,999.7770345596433,0.0,
model_2_ptm_r2_seed5.pdb,999.7770345596433,0.0,
model_3_ptm_r11_seed3.pdb,999.7770345596433,0.0,
model_2_ptm_r11_seed5.pdb,999.7770345596433,0.0,
model_1_ptm_r4_seed8.pdb,1000.0,0.0,
model_2_ptm_r4_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed4.pdb,1000.0,0.0,
model_4_ptm_r6_seed5.pdb,999.7770345596433,0.0,
model_5_ptm_r1_seed3.pdb,1004.459308807135,0.0,
model_1_ptm_r7_seed0.pdb,999.7770345596433,0.0,
model_2_ptm_r9_seed1.pdb,999.7770345596433,0.0,
model_3_ptm_r12_seed6.pdb,999.7770345596433,0.0,
model_2_ptm_r12_seed0.pdb,999.7770345596433,0.0,
model_4_ptm_r6_seed8.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed9.pdb,999.7770345596433,0.0,
model_1_ptm_r4_seed5.pdb,999.7770345596433,0.0,
model_4_ptm_r8_seed3.pdb,999.7770345596433,0.0,
model_2_ptm_r11_seed8.pdb,999.7770345596433,0.0,
model_2_ptm_r7_seed7.pdb,999.7770345596433,0.0,
model_3_ptm_r0_seed1.pdb,1013.1549609810479,0.0,
model_1_ptm_r9_seed6.pdb,999.7770345596433,0.0,
model_4_ptm_r5_seed0.pdb,999.7770345596433,0.0,
model_5_ptm_r2_seed6.pdb,999.7770345596433,0.0,
model_2_ptm_r2_seed8.pdb,999.7770345596433,0.0,
model_5_ptm_r7_seed9.pdb,999.7770345596433,0.0,
model_5_ptm_r4_seed1.pdb,999.7770345596433,0.0,
model_4_ptm_r3_seed7.pdb,999.7770345596433,0.0,
model_3_ptm_r6_seed6.pdb,999.7770345596433,0.0,
model_2_ptm_r1_seed0.pdb,999.7770345596433,0.0,
model_1_ptm_r2_seed2.pdb,1000.6688963210702,0.0,
model_5_ptm_r9_seed2.pdb,1000.4459308807134,0.0,
model_5_ptm_r9_seed3.pdb,1001.783723522854,0.0,
model_1_ptm_r2_seed3.pdb,999.7770345596433,0.0,
model_3_ptm_r6_seed7.pdb,999.7770345596433,0.0,
model_2_ptm_r1_seed1.pdb,1009.5875139353401,0.0,
model_5_ptm_r4_seed0.pdb,999.7770345596433,0.0,
model_4_ptm_r3_seed6.pdb,999.7770345596433,0.0,
model_5_ptm_r7_seed8.pdb,999.7770345596433,0.0,
model_2_ptm_r2_seed9.pdb,999.7770345596433,0.0,
model_4_ptm_r5_seed1.pdb,999.7770345596433,0.0,
model_5_ptm_r2_seed7.pdb,1001.5607580824973,0.0,
model_1_ptm_r9_seed7.pdb,999.7770345596433,0.0,
model_2_ptm_r7_seed6.pdb,999.7770345596433,0.0,
model_3_ptm_r0_seed0.pdb,1025.6410256410256,0.0,
model_2_ptm_r11_seed9.pdb,999.7770345596433,0.0,
model_4_ptm_r8_seed2.pdb,999.7770345596433,0.0,
model_1_ptm_r4_seed4.pdb,999.7770345596433,0.0,
model_3_ptm_r3_seed8.pdb,999.7770345596433,0.0,
model_4_ptm_r6_seed9.pdb,999.7770345596433,0.0,
model_3_ptm_r12_seed7.pdb,999.7770345596433,0.0,
model_2_ptm_r12_seed1.pdb,999.7770345596433,0.0,
model_2_ptm_r12_seed3.pdb,999.7770345596433,0.0,
model_3_ptm_r12_seed5.pdb,999.7770345596433,0.0,
model_4_ptm_r8_seed0.pdb,999.7770345596433,0.0,
model_1_ptm_r4_seed6.pdb,1000.2229654403567,0.0,
model_3_ptm_r0_seed2.pdb,1024.0802675585282,0.0,
model_2_ptm_r7_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r2_seed5.pdb,1007.8037904124861,0.0,
model_4_ptm_r5_seed3.pdb,999.7770345596433,0.0,
model_1_ptm_r9_seed5.pdb,999.7770345596433,0.0,
model_5_ptm_r10_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r1_seed9.pdb,999.7770345596433,0.0,
model_4_ptm_r3_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r4_seed2.pdb,1002.2296544035673,0.0,
model_2_ptm_r1_seed3.pdb,1048.160535117057,0.0,
model_3_ptm_r6_seed5.pdb,999.7770345596433,0.0,
model_5_ptm_r9_seed1.pdb,999.7770345596433,0.0,
model_1_ptm_r2_seed1.pdb,1003.1215161649944,0.0,
model_1_ptm_r2_seed0.pdb,1000.2229654403567,0.0,
model_5_ptm_r9_seed0.pdb,999.7770345596433,0.0,
model_2_ptm_r1_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r6_seed4.pdb,999.7770345596433,0.0,
model_4_ptm_r3_seed5.pdb,999.7770345596433,0.0,
model_5_ptm_r4_seed3.pdb,999.7770345596433,0.0,
model_1_ptm_r1_seed8.pdb,1008.9186176142697,0.0,
model_5_ptm_r10_seed9.pdb,999.7770345596433,0.0,
model_1_ptm_r9_seed4.pdb,999.7770345596433,0.0,
model_5_ptm_r2_seed4.pdb,999.7770345596433,0.0,
model_4_ptm_r5_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r0_seed3.pdb,1000.0,0.0,
model_2_ptm_r7_seed5.pdb,999.7770345596433,0.0,
model_1_ptm_r4_seed7.pdb,999.7770345596433,0.0,
model_4_ptm_r8_seed1.pdb,999.7770345596433,0.0,
model_2_ptm_r12_seed2.pdb,999.7770345596433,0.0,
model_3_ptm_r12_seed4.pdb,999.7770345596433,0.0,
model_3_ptm_r12_seed0.pdb,999.7770345596433,0.0,
model_2_ptm_r12_seed6.pdb,999.7770345596433,0.0,
model_2_ptm_r4_seed9.pdb,999.7770345596433,0.0,
model_5_ptm_r1_seed8.pdb,999.7770345596433,0.0,
model_3_ptm_r11_seed8.pdb,999.7770345596433,0.0,
model_4_ptm_r8_seed5.pdb,1000.0,0.0,
model_1_ptm_r4_seed3.pdb,999.7770345596433,0.0,
model_4_ptm_r5_seed6.pdb,999.7770345596433,0.0,
model_5_ptm_r2_seed0.pdb,1000.4459308807134,0.0,
model_1_ptm_r9_seed0.pdb,999.7770345596433,0.0,
model_2_ptm_r7_seed1.pdb,999.7770345596433,0.0,
model_3_ptm_r0_seed7.pdb,1018.2831661092531,0.0,
model_4_ptm_r0_seed9.pdb,1019.8439241917503,0.0,
model_3_ptm_r5_seed8.pdb,999.7770345596433,0.0,
model_3_ptm_r6_seed0.pdb,1001.1148272017838,0.0,
model_2_ptm_r1_seed6.pdb,1000.2229654403567,0.0,
model_5_ptm_r4_seed7.pdb,1004.0133779264213,0.0,
model_4_ptm_r3_seed1.pdb,999.7770345596433,0.0,
model_5_ptm_r9_seed4.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed8.pdb,999.7770345596433,0.0,
model_1_ptm_r2_seed4.pdb,1000.0,0.0,
model_1_ptm_r2_seed5.pdb,999.7770345596433,0.0,
model_5_ptm_r9_seed5.pdb,999.7770345596433,0.0,
model_1_ptm_r10_seed9.pdb,999.7770345596433,0.0,
model_5_ptm_r4_seed6.pdb,999.7770345596433,0.0,
model_4_ptm_r3_seed0.pdb,999.7770345596433,0.0,
model_3_ptm_r6_seed1.pdb,999.7770345596433,0.0,
model_2_ptm_r1_seed7.pdb,1007.1348940914157,0.0,
